code,name,level
43.22.11,Работы по монтажу водопроводных и канализационных систем,3
43.22.11.110,"Работы по монтажу основных сетей горячего и холодного водоснабжения (т. е. водопроводных), работы по монтажу спринклерных систем",4
43.22.11.120,Работы по монтажу санитарно-технических приборов,4
43.22.11.130,Работы водопроводные взаимосвязанные,4
43.22.11.140,Работы по монтажу систем напорных водопроводов для пожаротушения (включая пожарные гидранты с пожарными рукавами и выходными патрубками),4
43.22.11.150,Работы по монтажу канализационных систем,4
43.22.11.160,Работы по установке приборов учета расхода воды,4
43.22.11.190,"Работы по монтажу водопроводных и канализационных систем прочие, не включенные в другие группировки",4
43.22.12,"Работы по монтажу систем отопления, вентиляции и кондиционирования воздуха",3
43.22.12.110,"Работы по монтажу отопительного оборудования (электрического, газового, нефтяного, неэлектрических солнечных коллекторов)",4
43.22.12.120,Работы по установке и техническому обслуживанию систем управления центральным отоплением,4
43.22.12.130,Работы по подключению к районным системам отопления,4
43.22.12.140,Работы по ремонту и техническому обслуживанию бытовых отопительных котлов и бойлеров,4
43.22.12.150,"Работы по монтажу вентиляционного, холодильного оборудования или оборудования для кондиционирования воздуха в жилых зданиях, компьютерных центрах, офисах и магазинах",4
43.22.12.160,Работы по установке приборов учета расхода тепловой энергии,4
43.22.12.190,"Работы по монтажу систем отопления, вентиляции и кондиционирования воздуха прочие, не включенные в другие группировки",4
43.22.2,Работы по монтажу газовых систем,3
43.22.20,Работы по монтажу газовых систем,3
43.22.20.000,Работы по монтажу газовых систем,4
43.29,Работы строительно-монтажные прочие,2
43.29.1,Работы строительно-монтажные прочие,3
43.29.11,Работы изоляционные,3
43.29.11.110,"Работы теплоизоляционные, предусматривающие применение теплоизоляционных материалов, стойких к воздействию погодных факторов, для заполнения пустот в наружных стенах",4
43.29.11.120,"Работы по теплоизоляции трубопроводов для подачи горячей или охлажденной воды, котлов и трубных разводок",4
43.29.11.130,Работы звукоизоляционные,4
43.29.11.140,Работы по противопожарной защите,4
43.29.11.150,Работы виброизоляционные,4
43.29.11.190,Работы изоляционные прочие,4
43.29.12,Работы по установке оград и защитных ограждений,3
43.29.12.110,"Работы по установке оград, заборов, защитных перильных и аналогичных ограждений",4
43.29.12.120,"Работы по монтажу пожарных (металлических) лестниц, требующие специальной квалификации",4
43.29.19,"Работы строительно-монтажные прочие, не включенные в другие группировки",3
43.29.19.110,"Работы по монтажу лифтов, эскалаторов и движущихся тротуаров, требующие специальной квалификации, включая ремонт и техническое обслуживание",4
43.29.19.120,Работы по монтажу дверей автоматического действия и вращающихся дверей,4
43.29.19.130,Работы по монтажу ставней и навесов,4
43.29.19.140,Работы по монтажу знаков (светящихся или нет),4
43.29.19.150,Работы по монтажу молниеотводов,4
43.29.19.160,Работы по приспособлению инженерных систем и оборудования на объектах культурного наследия,4
43.29.19.190,"Работы монтажные прочие, не включенные в другие группировки",4
43.3,Работы завершающие и отделочные в зданиях и сооружениях,2
43.31,Работы штукатурные,2
43.31.1,Работы штукатурные,3
43.31.10,Работы штукатурные,3
43.31.10.110,Работы штукатурные внешние и внутренние с применением штукатурных сеток и дранок,4
43.31.10.120,"Работы по облицовке стен листами сухой штукатурки, обычно гипсовыми",4
43.31.10.130,"Работы по реставрации, консервации и воссозданию штукатурной отделки на объектах культурного наследия",4
43.32,Работы столярные и плотничные,2
43.32.1,Работы столярные и плотничные,3
43.32.10,Работы столярные и плотничные,3
43.32.10.110,"Работы по установке дверных и оконных блоков и коробок, навеске дверных полотен (кроме дверей автоматического действия и вращающихся дверей), окон, оконных створок, планчатых створок, дверей гаражного типа и т.п. из любых материалов",4
43.32.10.120,"Работы по устройству выходных дверей усиленной конструкции и установке дверей, усиленных металлической обшивкой",4
43.32.10.130,Работы по установке противопожарных дверей,4
43.32.10.140,"Работы по установке внутренних лестниц, встроенных шкафов, встроенного кухонного оборудования",4
43.32.10.150,"Работы по обшивке стен планками, панелями и т.п.",4
43.32.10.160,Работы по установке передвижных (раздвижных) перегородок и подвесных потолков из металлических элементов,4
43.32.10.170,Работы по устройству веранд и оранжерей в частных домах,4
43.32.10.190,"Работы столярные и плотничные прочие, не включенные в другие группировки",4
43.33,Работы по устройству покрытий полов и облицовке стен,2
43.33.1,Работы по облицовке полов и стен плитками,3
43.33.10,Работы по облицовке полов и стен плитками,3
43.33.10.100,"Работы по облицовке полов и стен плитками, кроме работ на объектах культурного наследия",4
43.33.10.200,"Работы по реставрации и воссозданию керамического декора, мозаики, янтарного набора на объектах культурного наследия",4
43.33.10.210,Работы по реставрации и воссозданию керамического декора на объектах культурного наследия,4
43.33.10.220,Работы по реставрации и воссозданию мозаики на объектах культурного наследия,4
43.33.10.230,Работы по реставрации и воссозданию янтарного набора на объектах культурного наследия,4
43.33.2,"Работы по устройству покрытий полов и стен прочие, включая работы обойные",3
43.33.21,"Работы по устройству полов из тераццо, работы с использованием мрамора, гранита и сланца",3
43.33.21.100,"Работы по устройству полов из тераццо, работы с использованием мрамора, гранита и сланца, кроме работ на объектах культурного наследия",4
43.33.21.200,"Работы по реставрации, консервации и воссозданию поверхности из искусственного мрамора на объектах культурного наследия",4
43.33.29,"Работы по устройству покрытий полов и стен, включая работы обойные, прочие, не включенные в другие группировки",3
43.33.29.110,"Работы по укладке ковровых покрытий, линолеума и прочих гибких материалов для покрытия полов",4
43.33.29.120,"Работы по настилу деревянных и дощатых полов и стенных покрытий, включая устройство паркетных и прочих деревянных полов",4
43.33.29.130,Работы по оклейке стен обоями и устройство покрытий стен из прочих гибких отделочных материалов,4
43.33.29.140,Работы по снятию обоев,4
43.33.29.150,Работы по реставрации и воссозданию паркетных полов на объектах культурного наследия,4
43.34,Работы малярные и стекольные,2
43.34.1,Работы малярные,3
43.34.10,Работы малярные,3
43.34.10.110,Работы малярные во внутренних помещениях зданий,4
43.34.10.120,Работы по окрашиванию зданий снаружи (обычно для защиты от внешних факторов),4
43.34.10.130,"Работы по окрашиванию, перил, решеток, дверей и оконных коробок зданий и т.п.",4
43.34.10.140,Работы по окрашиванию прочих инженерных сооружений,4
43.34.10.150,Работы по удалению краски,4
43.34.10.160,Работы по реставрации и воссозданию наружных и внутренних декоративно-художественных покрасок на объектах культурного наследия,4
43.34.2,Работы стекольные,3
43.34.20,Работы стекольные,3
43.34.20.110,"Работы строительно-отделочные по установке стеклянных облицовочных элементов, зеркальных стен и прочих изделий из стекла",4
43.34.20.120,Работы внутренние по установке оконных стекол,4
43.34.20.190,"Работы стекольные прочие, не включенные в другие группировки",4
43.39,"Работы завершающие и отделочные в зданиях и сооружениях, прочие",2
43.39.1,"Работы завершающие и отделочные в зданиях и сооружениях, прочие",3
43.39.11,Работы отделочные декоративные,3
43.39.11.110,Работы по установке стандартных или изготовленных на заказ листовых металлических изделий,4
43.39.11.120,Работы по установке декоративных металлических изделий и орнаментных или архитектурных металлических изделий,4
43.39.11.130,Работы по установке декоративных решеток на радиаторы,4
43.39.11.140,"Работы по реставрации, консервации и воссозданию архитектурно-лепного декора на объектах культурного наследия",4
43.39.11.190,"Работы отделочные декоративные прочие, не включенные в другие группировки",4
43.39.19,"Работы завершающие и отделочные в зданиях и сооружениях прочие, не включенные в другие группировки",3
43.39.19.110,"Работы по улучшению акустики помещений, предусматривающие установку акустических панелей, плит и прочих элементов на внутренние стены и потолки помещений",4
43.39.19.120,Работы по очистке новых зданий после завершения строительства,4
43.39.19.190,"Работы завершающие и отделочные в зданиях и сооружениях, прочие, не включенные в другие группировки",4
43.9,Работы строительные специализированные прочие,2
43.91,Работы кровельные,2
43.91.1,Работы кровельные,3
43.91.11,Работы по монтажу несущих конструкций крыш,3
43.91.11.000,Работы по монтажу несущих конструкций крыш,4
43.91.19,Работы кровельные прочие,3
43.91.19.110,Работы строительные по устройству любых видов кровельных покрытий зданий и сооружений,4
43.91.19.120,"Работы строительные по монтажу водосточных желобов, труб, кровельных сливов, а также по устройству плиточных и металлических сливов",4
43.91.19.130,"Работы по ремонту, реставрации и воссозданию кровель на объектах культурного наследия",4
43.91.19.190,"Работы кровельные прочие, не включенные в другие группировки",4
43.99,"Работы строительные специализированные, не включенные в другие группировки",2
43.99.1,Работы гидроизоляционные,3
43.99.10,Работы гидроизоляционные,3
43.99.10.110,Работы по гидроизоляции плоских крыш и крыш-террас,4
43.99.10.120,Работы по гидроизоляции наружных конструкций зданий и сооружений и прочих подземных сооружений,4
43.99.10.130,Работы по влагоизоляции,4
43.99.2,Работы по установке строительных лесов и подмостей,3
43.99.20,Работы по установке строительных лесов и подмостей,3
43.99.20.000,Работы по установке строительных лесов и подмостей,4
43.99.3,Работы свайные; работы по строительству фундаментов,3
43.99.30,Работы свайные; работы по строительству фундаментов,3
43.99.30.100,"Работы свайные; работы по строительству фундаментов, кроме работ на объектах культурного наследия",4
43.99.30.200,"Работы по ремонту, реставрации, консервации и воссозданию оснований и фундаментов на объектах культурного наследия",4
43.99.4,Работы бетонные и железобетонные,3
43.99.40,Работы бетонные и железобетонные,3
43.99.40.110,Работы по укладке бетонной смеси,4
43.99.40.120,"Работы, включающие производство опалубочных форм и арматуры",4
43.99.40.130,Работы по укреплению фундаментов,4
43.99.40.140,"Работы по монтажу железобетонных конструкций (каркасов) зданий и сооружений, требующие специальной квалификации или оборудования из-за размера конструкций или метода строительства",4
43.99.40.150,Работы по монтажу железобетонных куполов и тонкостенных оболочек,4
43.99.40.160,"Работы строительные, требующие специальной квалификации и включающие гибку стальных стержней и сварку арматуры железобетонных конструкций на строительных площадках",4
43.99.40.190,"Работы бетонные и железобетонные прочие, не включенные в другие группировки",4
43.99.5,Работы по монтажу стальных строительных конструкций,3
43.99.50,Работы по монтажу стальных строительных конструкций,3
43.99.50.110,"Работы по монтажу стальных каркасов зданий, требующие специальной квалификации",4
43.99.50.120,"Работы по монтажу сборных стальных строительных конструкций зданий и прочих сооружений, таких как мосты, мостовые краны или опоры линий электропередачи",4
43.99.50.130,Работы по монтажу навесных стеновых панелей,4
43.99.50.140,Работы взаимосвязанные сварочные,4
43.99.6,Работы каменные и кирпичные,3
43.99.60,Работы каменные и кирпичные,3
43.99.60.100,"Работы каменные и кирпичные, кроме работ на объектах культурного наследия",4
43.99.60.200,"Работы по ремонту, реставрации, консервации и воссозданию кладок, конструкций на объектах культурного наследия",4
43.99.7,Работы по сборке и монтажу сборных конструкций,3
43.99.70,Работы по сборке и монтажу сборных конструкций,3
43.99.70.000,Работы по сборке и монтажу сборных конструкций,4
43.99.9,"Работы строительные специализированные, не включенные в другие группировки",3
43.99.90,"Работы строительные специализированные, не включенные в другие группировки",3
43.99.90.100,"Работы строительные специализированные, не включенные в другие группировки, кроме работ на объектах культурного наследия",4
43.99.90.110,Работы строительные по строительству промышленных дымовых труб,4
43.99.90.120,Работы по устройству огнеупорной футеровки промышленных печей и т.п.,4
43.99.90.130,Работы строительные по строительству открытых плавательных бассейнов,4
43.99.90.140,"Работы строительные по устройству декоративных каминов, печей, очагов, дымоходов, газоходов",4
43.99.90.150,"Работы строительные специализированные для наружных стен зданий (очистка паром, пескоструйная обработка)",4
43.99.90.160,"Аренда кранов и прочего строительного оборудования, которое не предназначено для одной конкретной строительной услуги, с оператором",4
43.99.90.190,"Работы строительные специализированные прочие, не включенные в другие группировки",4
43.99.90.200,"Работы строительные специализированные, не включенные в другие группировки, на объектах культурного наследия",4
43.99.90.210,Работы по ремонту и реставрации оконных и дверных приборов на объектах культурного наследия,4
43.99.90.220,"Работы по ремонту, реставрации и консервации деревянных конструкций и деталей на объектах культурного наследия",4
43.99.90.230,Работы по реставрации деталей из черного и цветных металлов на объектах культурного наследия,4
43.99.90.240,"Работы по ремонту, реставрации и воссозданию металлических конструкций на объектах культурного наследия",4
43.99.90.250,"Работы по ремонту, реставрации и консервации ограждающих конструкций и распорных систем и на объектах культурного наследия",4
43.99.90.260,Работы по реставрации и воссозданию позолоты на объектах культурного наследия,4
43.99.90.270,Работы по реставрации и воссозданию резьбы по деревянным конструкциям на объектах культурного наследия,4
43.99.90.280,"Работы по реставрации, консервации и воссозданию скульптуры на объектах культурного наследия",4
